Type,Benefit per order,Sales per customer,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,product id,Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order Status
transfer,59.99,199.95,Pinar del Río,Cuba,12291,1/25/2017,51746,627,129285,0.3,5,199.9499969,199.95,59.99,caribbean,processing
debit,30.84,272.95,Stuttgart,Alemania,12350,7/16/2017,63512,365,158770,0.11,5,299.9500122,272.95,30.84,western europe,complete
debit,118.66,339.03,Kilwinning,Reino Unido,13024,10/11/2017,69471,1349,172786,0.35,1,452.0400085,339.03,118.66,northern europe,complete
debit,21.36,427.18,Drancy,Francia,13179,10/13/2017,69626,1349,172941,0.05,1,452.0400085,427.18,21.36,western europe,complete
debit,195.28,406.84,Girona,España,13194,10/13/2017,69641,1349,172956,0.48,1,452.0400085,406.84,195.28,southern europe,complete
debit,6.9,230.12,Oldham,Reino Unido,14604,11/3/2017,71051,1352,174366,0.03,1,252.8800049,230.12,6.9,northern europe,complete
debit,22.84,456.87,Montreuil,Francia,14824,11/6/2017,71271,1353,174586,0.05,1,461.480011,456.87,22.84,western europe,complete
debit,85.39,189.77,Perth,Australia,15995,11/23/2017,72442,1357,175757,0.45,1,210.8500061,189.77,85.39,oceania,complete
debit,-262.87,183.44,Kathmandu,Nepal,16011,11/23/2017,72458,1357,175773,-1.43,1,210.8500061,183.44,-262.87,south asia,complete
debit,94.02,191.87,Mudanjiang,China,16086,11/24/2017,72533,1357,175848,0.49,1,210.8500061,191.87,94.02,eastern asia,complete
payment,157.32,327.75,Patna,India,16774,12/4/2017,73221,1360,176536,0.48,1,327.75,327.75,157.32,south asia,pending payment
debit,72.86,200.71,Lianyuan,China,17446,12/14/2017,73893,1363,177208,0.36,1,215.8200073,200.71,72.86,eastern asia,complete
debit,49.53,183.45,Tianjin,China,17459,12/14/2017,73906,1363,177221,0.27,1,215.8200073,183.45,49.53,eastern asia,complete
debit,-38.52,50.22,Mangalore,India,17746,12/19/2017,74193,1347,177508,-0.77,1,59.08000183,50.22,-38.52,south asia,complete
debit,-201.94,310.68,Kendari,Indonesia,18004,12/22/2017,74451,1350,177766,-0.65,1,357.1000061,310.68,-201.94,southeast asia,complete
debit,37.77,429.18,Semarang,Indonesia,18276,12/26/2017,74723,1353,178038,0.09,1,461.480011,429.18,37.77,southeast asia,complete
debit,43.61,436.1,Shenzhen,China,18349,12/27/2017,74796,1353,178111,0.1,1,461.480011,436.1,43.61,eastern asia,complete
transfer,89.23,245.81,Bandung,Indonesia,19282,1/10/2018,75729,1360,179044,0.36,1,327.75,245.81,89.23,southeast asia,canceled
payment,-102.93,268.76,Bandung,Indonesia,19284,1/10/2018,75731,1360,179046,-0.38,1,327.75,268.76,-102.93,southeast asia,pending payment
transfer,-199.4,272.03,Nom Pen,Camboya,19285,1/10/2018,75732,1360,179047,-0.73,1,327.75,272.03,-199.4,southeast asia,pending
debit,138.44,288.42,Newcastle,Australia,19289,1/10/2018,75736,1360,179051,0.48,1,327.75,288.42,138.44,oceania,complete
transfer,103.24,294.98,Mardan,Pakistán,19290,1/10/2018,75737,1360,179052,0.35,1,327.75,294.98,103.24,south asia,processing
payment,83.51,298.25,Mardan,Pakistán,19291,1/10/2018,75738,1360,179053,0.28,1,327.75,298.25,83.51,south asia,pending payment
payment,121.43,311.36,Sydney,Australia,19294,1/10/2018,75741,1360,179056,0.39,1,327.75,311.36,121.43,oceania,pending payment
transfer,110.12,314.64,Jiangyan,China,19295,1/10/2018,75742,1360,179057,0.35,1,327.75,314.64,110.12,eastern asia,suspected fraud
payment,-63.58,317.92,Jiangyan,China,19296,1/10/2018,75743,1360,179058,-0.2,1,327.75,317.92,-63.58,eastern asia,pending payment
debit,150.77,327.75,Manado,Indonesia,19299,1/10/2018,75746,1360,179061,0.46,1,327.75,327.75,150.77,southeast asia,complete
transfer,53.75,268.76,Newcastle,Australia,19302,1/10/2018,75749,1360,179064,0.2,1,327.75,268.76,53.75,oceania,suspected fraud
payment,-61.94,275.31,Rangún,Myanmar (Birmania),19304,1/10/2018,75751,1360,179066,-0.23,1,327.75,275.31,-61.94,southeast asia,pending payment
transfer,73.27,278.59,Adelaide,Australia,19305,1/10/2018,75752,1360,179067,0.26,1,327.75,278.59,73.27,oceania,processing
debit,29.83,298.25,Mackay,Australia,19309,1/10/2018,75756,1360,179071,0.1,1,327.75,298.25,29.83,oceania,complete
payment,-502.93,304.81,Mackay,Australia,19310,1/10/2018,75757,1360,179072,-1.65,1,327.75,304.81,-502.93,oceania,pending payment
payment,146.24,317.92,Canberra,Australia,19314,1/10/2018,75761,1360,179076,0.46,1,327.75,317.92,146.24,oceania,pending payment
payment,88.62,262.2,Semarang,Indonesia,19319,1/10/2018,75766,1360,179081,0.34,1,327.75,262.2,88.62,southeast asia,pending payment
transfer,45.69,268.76,Pune,India,19320,1/11/2018,75767,1360,179082,0.17,1,327.75,268.76,45.69,south asia,processing
debit,30.74,272.03,Bihar Sharif,India,19321,1/11/2018,75768,1360,179083,0.11,1,327.75,272.03,30.74,south asia,complete
transfer,96.95,285.14,Manila,Filipinas,19324,1/11/2018,75771,1360,179086,0.34,1,327.75,285.14,96.95,southeast asia,pending
transfer,160.6,321.2,Perth,Australia,19333,1/11/2018,75780,1360,179095,0.5,1,327.75,321.2,160.6,oceania,canceled
payment,35.69,324.47,Perth,Australia,19334,1/11/2018,75781,1360,179096,0.11,1,327.75,324.47,35.69,oceania,pending payment
debit,95.05,327.75,Perth,Australia,19335,1/11/2018,75782,1360,179097,0.29,1,327.75,327.75,95.05,oceania,on hold
debit,86.03,245.81,Chongqing,China,19336,1/11/2018,75783,1360,179098,0.35,1,327.75,245.81,86.03,eastern asia,complete
transfer,-796.43,294.98,Daqing,China,19344,1/11/2018,75791,1360,179106,-2.7,1,327.75,294.98,-796.43,eastern asia,pending
payment,-447.38,298.25,Daqing,China,19345,1/11/2018,75792,1360,179107,-1.5,1,327.75,298.25,-447.38,eastern asia,pending payment
payment,-472.45,304.81,Yichun,China,19346,1/11/2018,75793,1360,179108,-1.55,1,327.75,304.81,-472.45,eastern asia,pending payment
cash,135.3,314.64,Hobart,Australia,19349,1/11/2018,75796,1360,179111,0.43,1,327.75,314.64,135.3,oceania,closed
transfer,31.79,317.92,Loudi,China,19350,1/11/2018,75797,1360,179112,0.1,1,327.75,317.92,31.79,eastern asia,pending
transfer,144.54,321.2,Raipur,India,19351,1/11/2018,75798,1360,179113,0.45,1,327.75,321.2,144.54,south asia,processing
transfer,-43.79,262.2,Brisbane,Australia,19355,1/11/2018,75802,1360,179117,-0.17,1,327.75,262.2,-43.79,oceania,suspected fraud
transfer,28.27,321.2,Kota Kinabalu,Malasia,19369,1/11/2018,75816,1360,179131,0.09,1,327.75,321.2,28.27,southeast asia,processing
cash,-237.84,324.47,Sydney,Australia,19370,1/11/2018,75817,1360,179132,-0.73,1,327.75,324.47,-237.84,oceania,closed
transfer,-251.38,327.75,Sydney,Australia,19371,1/11/2018,75818,1360,179133,-0.77,1,327.75,327.75,-251.38,oceania,processing
debit,26.88,268.76,Nagpur,India,19374,1/11/2018,75821,1360,179136,0.1,1,327.75,268.76,26.88,south asia,complete
debit,98.75,272.03,Nagpur,India,19375,1/11/2018,75822,1360,179137,0.36,1,327.75,272.03,98.75,south asia,complete
transfer,-183.63,275.31,Daca,Bangladés,19376,1/11/2018,75823,1360,179138,-0.67,1,327.75,275.31,-183.63,south asia,pending
cash,135.56,288.42,Bangkok,Tailandia,19379,1/11/2018,75826,1360,179141,0.47,1,327.75,288.42,135.56,southeast asia,closed
debit,95.87,294.98,Brisbane,Australia,19380,1/11/2018,75827,1360,179142,0.33,1,327.75,294.98,95.87,oceania,complete
debit,20.88,298.25,Surabaya,Indonesia,19381,1/11/2018,75828,1360,179143,0.07,1,327.75,298.25,20.88,southeast asia,on hold
cash,-540.79,327.75,Manila,Filipinas,19389,1/12/2018,75836,1360,179151,-1.65,1,327.75,327.75,-540.79,southeast asia,closed
debit,134.9,275.31,Ho Chi Minh City,Vietnam,19394,1/12/2018,75841,1360,179156,0.49,1,327.75,275.31,134.9,southeast asia,complete
transfer,69.65,278.59,Ho Chi Minh City,Vietnam,19395,1/12/2018,75842,1360,179157,0.25,1,327.75,278.59,69.65,southeast asia,processing
transfer,125.27,298.25,Bangalore,India,19399,1/12/2018,75846,1360,179161,0.42,1,327.75,298.25,125.27,south asia,processing
transfer,85.35,304.81,Bangalore,India,19400,1/12/2018,75847,1360,179162,0.28,1,327.75,304.81,85.35,south asia,suspected fraud
transfer,111.27,317.92,Shanghái,China,19404,1/12/2018,75851,1360,179166,0.35,1,327.75,317.92,111.27,eastern asia,pending
debit,20.24,321.2,Lahore,Pakistán,19405,1/12/2018,75852,1360,179167,0.06,1,327.75,321.2,20.24,south asia,complete
debit,85.22,262.2,Shanghái,China,19409,1/12/2018,75856,1360,179171,0.33,1,327.75,262.2,85.22,eastern asia,on hold
debit,131.69,268.76,Perth,Australia,19410,1/12/2018,75857,1360,179172,0.49,1,327.75,268.76,131.69,oceania,complete
transfer,-61.94,275.31,Siping,China,19412,1/12/2018,75859,1360,179174,-0.23,1,327.75,275.31,-61.94,eastern asia,suspected fraud
debit,106.93,285.14,Rockhampton,Australia,19414,1/12/2018,75861,1360,179176,0.38,1,327.75,285.14,106.93,oceania,complete
transfer,-447.05,288.42,Rockhampton,Australia,19415,1/12/2018,75862,1360,179177,-1.55,1,327.75,288.42,-447.05,oceania,pending
payment,22.12,294.98,Toowoomba,Australia,19416,1/12/2018,75863,1360,179178,0.08,1,327.75,294.98,22.12,oceania,pending payment
cash,-34.75,304.81,Toowoomba,Australia,19418,1/12/2018,75865,1360,179180,-0.11,1,327.75,304.81,-34.75,oceania,closed
payment,80.53,309.72,Yogyakarta,Indonesia,19419,1/12/2018,75866,1360,179181,0.26,1,327.75,309.72,80.53,southeast asia,pending payment
transfer,149.45,311.36,Yogyakarta,Indonesia,19420,1/12/2018,75867,1360,179182,0.48,1,327.75,311.36,149.45,southeast asia,pending
transfer,144.21,327.75,Pune,India,19425,1/12/2018,75872,1360,179187,0.44,1,327.75,327.75,144.21,south asia,pending
transfer,-163.96,245.81,Pune,India,19426,1/12/2018,75873,1360,179188,-0.67,1,327.75,245.81,-163.96,south asia,processing
transfer,36.18,272.03,Balikpapan,Indonesia,19429,1/12/2018,75876,1360,179191,0.13,1,327.75,272.03,36.18,southeast asia,pending
transfer,-55.06,275.31,Balikpapan,Indonesia,19430,1/12/2018,75877,1360,179192,-0.2,1,327.75,275.31,-55.06,southeast asia,processing
debit,20.89,278.59,Ujjain,India,19431,1/12/2018,75878,1360,179193,0.08,1,327.75,278.59,20.89,south asia,complete
debit,59,294.98,Tongchuan,China,19434,1/12/2018,75881,1360,179196,0.2,1,327.75,294.98,59,eastern asia,complete
transfer,74.56,298.25,Tongchuan,China,19435,1/12/2018,75882,1360,179197,0.25,1,327.75,298.25,74.56,eastern asia,pending
transfer,114.21,314.64,Sydney,Australia,19439,1/12/2018,75886,1360,179201,0.36,1,327.75,314.64,114.21,oceania,canceled
debit,111.27,317.92,Herat,Afganistán,19440,1/12/2018,75887,1360,179202,0.35,1,327.75,317.92,111.27,south asia,complete
payment,-36.3,321.2,Herat,Afganistán,19441,1/12/2018,75888,1360,179203,-0.11,1,327.75,321.2,-36.3,south asia,pending payment
debit,103.24,245.81,Qingdao,China,19444,1/12/2018,75891,1360,179206,0.42,1,327.75,245.81,103.24,eastern asia,complete
transfer,-45.89,262.2,Bhilai,India,19445,1/12/2018,75892,1360,179207,-0.18,1,327.75,262.2,-45.89,south asia,processing
transfer,0,268.76,Yiwu,China,19446,1/12/2018,75893,1360,179208,0,1,327.75,268.76,0,eastern asia,processing
debit,31.48,278.59,Canberra,Australia,19449,1/12/2018,75896,1360,179211,0.11,1,327.75,278.59,31.48,oceania,complete
payment,119.76,285.14,Medan,Indonesia,19450,1/12/2018,75897,1360,179212,0.42,1,327.75,285.14,119.76,southeast asia,pending payment
cash,132.67,288.42,Medan,Indonesia,19451,1/12/2018,75898,1360,179213,0.46,1,327.75,288.42,132.67,southeast asia,closed
transfer,57.3,304.81,Wollongong,Australia,19454,1/12/2018,75901,1360,179216,0.19,1,327.75,304.81,57.3,oceania,canceled
payment,24.58,327.75,Delhi,India,19461,1/13/2018,75908,1360,179223,0.08,1,327.75,327.75,24.58,south asia,pending payment
transfer,23.65,268.76,Guilin,China,19464,1/13/2018,75911,1360,179226,0.09,1,327.75,268.76,23.65,eastern asia,processing
debit,-17.14,272.03,Guilin,China,19465,1/13/2018,75912,1360,179227,-0.06,1,327.75,272.03,-17.14,eastern asia,complete
payment,82.59,275.31,Guilin,China,19466,1/13/2018,75913,1360,179228,0.3,1,327.75,275.31,82.59,eastern asia,pending payment
transfer,90.28,288.42,Brisbane,Australia,19469,1/13/2018,75916,1360,179231,0.31,1,327.75,288.42,90.28,oceania,suspected fraud
transfer,17.7,294.98,Geelong,Australia,19470,1/13/2018,75917,1360,179232,0.06,1,327.75,294.98,17.7,oceania,canceled
transfer,154.86,309.72,Jabalpur,India,19473,1/13/2018,75920,1360,179235,0.5,1,327.75,309.72,154.86,south asia,processing
payment,87.18,311.36,Jabalpur,India,19474,1/13/2018,75921,1360,179236,0.28,1,327.75,311.36,87.18,south asia,pending payment
transfer,130.58,272.03,Tokio,japan,19483,1/13/2018,75930,1360,179245,0.48,1,327.75,272.03,130.58,eastern asia,suspected fraud
transfer,18.58,294.98,Toowoomba,Australia,19488,1/13/2018,75935,1360,179250,0.06,1,327.75,294.98,18.58,oceania,canceled
payment,134.21,298.25,Townsville,Australia,19489,1/13/2018,75936,1360,179251,0.45,1,327.75,298.25,134.21,oceania,pending payment
debit,22.86,304.81,Townsville,Australia,19490,1/13/2018,75937,1360,179252,0.08,1,327.75,304.81,22.86,oceania,complete
cash,-247.78,309.72,Bikaner,India,19491,1/13/2018,75938,1360,179253,-0.8,1,327.75,309.72,-247.78,south asia,closed
debit,-11.21,189.92,Perth,Australia,20400,1/26/2018,76847,1363,180162,-0.06,1,215.8200073,189.92,-11.21,oceania,complete
debit,62.82,200.71,Adelaide,Australia,20529,1/28/2018,76976,1363,180291,0.31,1,215.8200073,200.71,62.82,oceania,complete
debit,50.5,194.24,Lahore,Pakistán,20545,1/28/2018,76992,1363,180307,0.26,1,215.8200073,194.24,50.5,south asia,complete
debit,76.27,200.71,Rangún,Myanmar (Birmania),20655,1/30/2018,77102,1363,180417,0.38,1,215.8200073,200.71,76.27,southeast asia,complete
debit,91.25,314.64,Bekasi,Indonesia,20755,1/31/2018,77202,1360,180517,0.29,1,327.75,314.64,91.25,southeast asia,complete
